survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args,link,citation
amb_dominica2016,,Dominica,,,,2016,,,wt,misc,amb,amb_dominica2016,,http://datasets.americasbarometer.org/database/files/534210736Dominica%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,,,,LAPOP (2018) Dominica LAPOP AmericasBarometer 2016 v1.0 [Dataset]
amb_dominicanrepublic2016,,Dominican Republic,,,,2016,,,wt,misc,amb,amb_dominicanrepublic2016,,http://datasets.americasbarometer.org/database/files/919009550Dominican%20Republic%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,,,,
amb_dominicanrepublic2018,,Dominican Republic,,,,2019,,,wt,misc,amb,amb_dominicanrepublic2018,,http://datasets.americasbarometer.org/database/files/DominicanRepublic%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,,,,
amb_dominicanrepublic2021,,Dominican Republic,,,,2021,,,wt,misc,amb,amb_dominicanrepublic2021,,http://datasets.americasbarometer.org/database/files/DominicanRepublic%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABDom2021-Dominican-Republic-Questionnaire-v17.2.2.3-Spa-210323-W.pdf,,,
amb_dominicanrepublic2023,,Dominican Republic,,,,2023,,,wt,misc,amb,amb_dominicanrepublic2023,,http://datasets.americasbarometer.org/database/files/DOM_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABDom2023-Dominican-Republic-Questionnaire-V9.2.3.0-Spa-230412-W.pdf,,,LAPOP (2023) Dominican Republic LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_ecuador2014,,Ecuador,,,,2014,,,wt,misc,amb,amb_ecuador2014,,http://datasets.americasbarometer.org/database/files/244461055Ecuador%20LAPOP%20AmericasBarometer%202014%20v3.0_W.dta,,,,LAPOP (2020) Ecuador LAPOP AmericasBarometer 2014 v3.0 [Dataset]
amb_ecuador2016,,Ecuador,,,,2016,,,wt,misc,amb,amb_ecuador2016,,http://datasets.americasbarometer.org/database/files/1061044693Ecuador%20LAPOP%20AmericasBarometer%202016-17%20V1.0_W.dta,,,,
amb_ecuador2018,,Ecuador,,,,2019,,,wt,misc,amb,amb_ecuador2018,,http://datasets.americasbarometer.org/database/files/Ecuador%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Ecuador%20LAPOP%20AmericasBarometer%202019_Codebook_v1.0_W.pdf,,,LAPOP (2020) Ecuador LAPOP AmericasBarometer 2018 v1.0 [Dataset]
amb_ecuador2021,,Ecuador,,,,2021,,,wt,misc,amb,amb_ecuador2021,,http://datasets.americasbarometer.org/database/files/Ecuador%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABEcu2021-Ecuador-Questionnaire-v17.5.3.3-Spa-210602-W.pdf,,,
amb_ecuador2023,,Ecuador,,,,2023,,,wt,misc,amb,amb_ecuador2023,,http://datasets.americasbarometer.org/database/files/ECU_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABEcu2023-Ecuador-Questionnaire-V9.1.4.2-Spa-230215-W.pdf,,,LAPOP (2023) Ecuador LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_elsalvador2016,,El Salvador,,,,2016,,,wt,misc,amb,amb_elsalvador2016,,http://datasets.americasbarometer.org/database/files/381267663ElSalvador%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,,,,
amb_elsalvador2018,,El Salvador,,,,2018,,,wt,misc,amb,amb_elsalvador2018,,http://datasets.americasbarometer.org/database/files/ElSalvador%20LAPOP%20AmericasBarometer%202018%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ElSalvador%20LAPOP%20AmericasBarometer%202018_Codebook_v1.0_W.pdf,,,
amb_elsalvador2021,,El Salvador,,,,2021,,,wt,misc,amb,amb_elsalvador2021,,http://datasets.americasbarometer.org/database/files/ElSalvador%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABSlv2021-El-Salvador-Questionnaire-v17.4.4.0-Spa-210502-W.pdf,,,
amb_elsalvador2023,,El Salvador,,,,2023,,,wt,misc,amb,amb_elsalvador2023,,http://datasets.americasbarometer.org/database/files/SLV_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABSlv2023-El%20Salvador-Questionnaire-V9.2.3.0-Spa-230710-W.pdf,,,LAPOP (2023) El Salvador LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_grenada2016,,Grenada,,,,2016,,,wt,misc,amb,amb_grenada2016,,http://datasets.americasbarometer.org/database/files/400479132Grenada%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,,,,LAPOP (2018) Grenada LAPOP AmericasBarometer 2016 v1.0 [Dataset]
amb_grenada2023,,Grenada,,,,2023,,,wt,misc,amb,amb_grenada2023,,http://datasets.americasbarometer.org/database/files/GRE_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABGre2023-Grenada-Questionnaire-V9.3.3.2-Eng-230228-W.pdf,,,LAPOP (2023) Grenada LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_guatemala2016,,Guatemala,,,,2017,,,wt,misc,amb,amb_guatemala2016,,http://datasets.americasbarometer.org/database/files/823416394Guatemala%20LAPOP%20AmericasBarometer%202017%20V1.0_W.dta,,,,
amb_guatemala2018,,Guatemala,,,,2019,,,wt,misc,amb,amb_guatemala2018,,http://datasets.americasbarometer.org/database/files/Guatemala%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Guatemala%20LAPOP%20AmericasBarometer%202019_Codebook_v1.0_W.pdf,,,
amb_guatemala2021,,Guatemala,,,,2021,,,wt,misc,amb,amb_guatemala2021,,http://datasets.americasbarometer.org/database/files/Guatemala%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABGtm2021-Guatemala-Questionnaire-v17.5.4.1-Spa-210525-W.pdf,,,
amb_guatemala2023,,Guatemala,,,,2023,,,wt,misc,amb,amb_guatemala2023,,http://datasets.americasbarometer.org/database/files/GTM_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABGtm2021-Guatemala-Questionnaire-v17.5.4.1-Spa-210525-W.pdf,,,LAPOP (2023) Guatemala LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_guyana2016,,Guyana,,,,2016,,,wt,misc,amb,amb_guyana2016,,http://datasets.americasbarometer.org/database/files/1740874324Guyana%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,,,,LAPOP (2018) Guyana LAPOP AmericasBarometer 2016 v1.0 [Dataset]
amb_guyana2021,,Guyana,,,,2021,,,wt,misc,amb,amb_guyana2021,,http://datasets.americasbarometer.org/database/files/1740874324Guyana%20LAPOP%20AmericasBarometer%202021%20V1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABGuy2021-Guyana-Questionnaire-v17.5.4.0-Eng-210517_W.pdf,,,
amb_haiti2016,,Haiti,,,,2017,,,wt,misc,amb,amb_haiti2016,,http://datasets.americasbarometer.org/database/files/544180976Haiti%20LAPOP%20AmericasBarometer%202017%20V1.0_W.dta,,,,
amb_haiti2021,,Haiti,,,,2021,,,wt,misc,amb,amb_haiti2021,,http://datasets.americasbarometer.org/database/files/544180976Haiti%20LAPOP%20AmericasBarometer%202021%20V1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABHti2021-Haiti-Questionnaire-v17.5.4.2-Eng-210511-W.pdf,,,
amb_haiti2023,,Haiti,,,,2023,,,wt,misc,amb,amb_haiti2023,,http://datasets.americasbarometer.org/database/files/HTI_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABHti2023-Haiti-Questionnaire-V9.3.4.1-Eng-230412-W.pdf,,,LAPOP (2023) Haiti LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_honduras2016,,Honduras,,,,2016,,,wt,misc,amb,amb_honduras2016,,http://datasets.americasbarometer.org/database/files/1252173714Honduras%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,,,,
amb_honduras2018,,Honduras,,,,2018,,,wt,misc,amb,amb_honduras2018,,http://datasets.americasbarometer.org/database/files/Honduras%20LAPOP%20AmericasBarometer%202018%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Honduras%20LAPOP%20AmericasBarometer%202018_Codebook_v1.0_W.pdf,,,
amb_honduras2021,,Honduras,,,,2021,,,wt,misc,amb,amb_honduras2021,,http://datasets.americasbarometer.org/database/files/Honduras%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABHnd2021-Honduras-Questionnaire-v17.5.4.3-Spa-210430-W.pdf,,,LAPOP (2023) Honduras LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_honduras2023,,Honduras,,,,2023,,,wt,misc,amb,amb_honduras2023,,http://datasets.americasbarometer.org/database/files/HND_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABHnd2023-Honduras-Questionnaire-V9.2.4.1-Spa-230613-W.pdf,,,LAPOP (2023) Honduras LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_jamaica2016,,Jamaica,,,,2017,,,wt,misc,amb,amb_jamaica2016,,http://datasets.americasbarometer.org/database/files/428805428Jamaica%20LAPOP%20AmericasBarometer%202017%20V1.0_W.dta,,,,
amb_jamaica2018,,Jamaica,,,,2019,,,wt,misc,amb,amb_jamaica2018,,http://datasets.americasbarometer.org/database/files/Jamaica%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Jamaica%20LAPOP%20AmericasBarometer%202019_Codebook_v1.0_W.pdf,,,
amb_jamaica2021,,Jamaica,,,,2021,,,wt,misc,amb,amb_jamaica2021,,http://datasets.americasbarometer.org/database/files/Jamaica%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABJam2021-Jamaica-Questionnaire-v17.5.5.2-Eng-210525-W.pdf,,,
amb_jamaica2023,,Jamaica,,,,2023,,,wt,misc,amb,amb_jamaica2023,,http://datasets.americasbarometer.org/database/files/JAM_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABJam2023-Jamaica-Questionnaire-V9.3.4.0-Eng-230628-W.pdf,,,LAPOP (2023) Jamaica LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_mexico2016,,Mexico,,,,2017,,,wt,misc,amb,amb_mexico2016,,http://datasets.americasbarometer.org/database/files/275973272Mexico%20LAPOP%20AmericasBarometer%202017%20V1.0_W.dta,,,,
amb_mexico2018,,Mexico,,,,2019,,,wt,misc,amb,amb_mexico2018,,http://datasets.americasbarometer.org/database/files/Mexico%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Mexico%20LAPOP%20AmericasBarometer%202019_Codebook_v1.0_W.pdf,,,
amb_mexico2021,,Mexico,,,,2021,,,wt,misc,amb,amb_mexico2021,,http://datasets.americasbarometer.org/database/files/Mexico%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABMex2021-Mexico-Questionnaire-v17.2.5.2-Spa-210420-W.pdf,,,
amb_mexico2023,,Mexico,,,,2023,,,wt,misc,amb,amb_mexico2023,,http://datasets.americasbarometer.org/database/files/MEX_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABMex2023-Mexico-Questionnaire-V9.2.3.0-Spa-230511-W.pdf,,,LAPOP (2023) Mexico LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_nicaragua2016,,Nicaragua,,,,2016,,,wt,misc,amb,amb_nicaragua2016,,http://datasets.americasbarometer.org/database/files/1862548546Nicaragua%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,,,,
amb_nicaragua2018,,Nicaragua,,,,2018,,,wt,misc,amb,amb_nicaragua2018,,http://datasets.americasbarometer.org/database/files/Nicaragua%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,,,,
amb_nicaragua2021,,Nicaragua,,,,2021,,,wt,misc,amb,amb_nicaragua2021,,http://datasets.americasbarometer.org/database/files/Nicaragua%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABNic2021-Nicaragua-Questionnaire-v17.5.6.0-Spa-210609-W.pdf,,,
amb_nicaragua2023,,Nicaragua,,,,2023,,,wt,misc,amb,amb_nicaragua2023,,http://datasets.americasbarometer.org/database/files/NIC_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABNic2023-Nicaragua-Questionnaire-V9.2.6.0-Spa-230628-W.pdf,,,LAPOP (2023) Nicaragua LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_panama2016,,Panama,,,,2017,,,wt,misc,amb,amb_panama2016,,http://datasets.americasbarometer.org/database/files/2078678947Panama%20LAPOP%20AmericasBarometer%202017%20V1.0_W.dta,,,,LAPOP (2018) Panama LAPOP AmericasBarometer 2016 v1.0 [Dataset]
amb_panama2018,,Panama,,,,2019,,,wt,misc,amb,amb_panama2018,,http://datasets.americasbarometer.org/database/files/Panama%20LAPOP%20AmericasBarometer%202018%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Panama%20LAPOP%20AmericasBarometer%202018_Codebook_v1.0_W.pdf,,,LAPOP (2020) Panama LAPOP AmericasBarometer 2018 v1.0 [Dataset]
amb_panama2021,,Panama,,,,2021,,,wt,misc,amb,amb_panama2021,,http://datasets.americasbarometer.org/database/files/Panama%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABPan2021-Panama-Questionnaire-v16.2.4.0-Spa-210215-W.pdf,,,
amb_panama2023,,Panama,,,,2023,,,wt,misc,amb,amb_panama2023,,http://datasets.americasbarometer.org/database/files/PAN_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABPan2023-Panama-Questionnaire-V9.2.5.0-Spa-230725-W.pdf,,,LAPOP (2023) Panama LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_paraguay2016,,Paraguay,,,,2016,,,wt,misc,amb,amb_paraguay2016,,http://datasets.americasbarometer.org/database/files/1311870907Paraguay%20LAPOP%20AmericasBarometer%202016%20V1.0%20W.dta,,,,
amb_paraguay2018,,Paraguay,,,,2018,,,wt,misc,amb,amb_paraguay2018,,http://datasets.americasbarometer.org/database/files/Paraguay%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Paraguay%20LAPOP%20AmericasBarometer%202019_Codebook_v1.0_W.pdf,,,
amb_paraguay2021,,Paraguay,,,,2021,,,wt,misc,amb,amb_paraguay2021,,http://datasets.americasbarometer.org/database/files/Paraguay%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABPry2021-Paraguay-Questionnaire-v17.5.3.3-Spa-Gua-210607-W.pdf,,,
amb_paraguay2023,,Paraguay,,,,2023,,,wt,misc,amb,amb_paraguay2023,,http://datasets.americasbarometer.org/database/files/PRY_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABPry2023-Paraguay-Questionnaire-V9.0.5.0-Spa-Gua-230209-W.pdf,,,LAPOP (2023) Paraguay LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_peru2016,,Peru,,,,2017,,,wt,misc,amb,amb_peru2016,,http://datasets.americasbarometer.org/database/files/83639715Peru_LAPOP_AmericasBarometer_2017_V1.1_W.dta,,,,
amb_peru2018,,Peru,,,,2019,,,wt,misc,amb,amb_peru2018,,http://datasets.americasbarometer.org/database/files/Peru%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Peru%20LAPOP%20AmericasBarometer%202019_Codebook_v1.0_W.pdf,,,
amb_peru2021,,Peru,,,,2021,,,wt,misc,amb,amb_peru2021,,http://datasets.americasbarometer.org/database/files/Peru%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABPer2021-Peru-Questionnaire-v13.0.6.1-Spa-210211-W.pdf,,,
amb_peru2023,,Peru,,,,2023,,,wt,misc,amb,amb_peru2023,,http://datasets.americasbarometer.org/database/files/PER_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABPer2023-Peru-Questionnaire-V9.2.3.0-Spa-230309-W.pdf,,,LAPOP (2023) Peru LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_stkittsnevis2016,,St. Kitts & Nevis,,,,2016,,,wt,misc,amb,amb_stkittsnevis2016,,http://datasets.americasbarometer.org/database/files/1597907601StKittsNevis%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,,,,LAPOP (2018) St Kitts Nevis LAPOP AmericasBarometer 2016 v1.0 [Dataset]
amb_stlucia2016,,St. Lucia,,,,2017,,,wt,misc,amb,amb_stlucia2016,,http://datasets.americasbarometer.org/database/files/1241300571StLucia%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,,,,LAPOP (2018) St Lucia LAPOP AmericasBarometer 2016 v1.0 [Dataset]
amb_stvincent2016,,St. Vincent,,,,2016,,,wt,misc,amb,amb_stvincent2016,,http://datasets.americasbarometer.org/database/files/317383160StVincent%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,,,,LAPOP (2018) St Vincent LAPOP AmericasBarometer 2016 v1.0 [Dataset]
amb_suriname2010,,Suriname,,,,2010,,,wt,misc,amb,amb_suriname2010,,http://datasets.americasbarometer.org/database/files/132981347Suriname_LAPOP_AmericasBarometer%202010%20data%20set%20%20original%20v1.dta,,,,LAPOP (2020) Surinam LAPOP AmericasBarometer 2010 v1.0 [Dataset]
amb_suriname2012,,Suriname,,,,2012,,,wt,misc,amb,amb_suriname2012,,http://datasets.americasbarometer.org/database/files/108630764Suriname%20LAPOP%20AmericasBarometer%202012%20Rev1_W.dta,,,,LAPOP (2020) Surinam LAPOP AmericasBarometer 2012 v1.0 [Dataset]
amb_suriname2023,,Suriname,,,,2023,,,wt,misc,amb,amb_suriname2023,,http://datasets.americasbarometer.org/database/files/SUR_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABSur2023-Suriname-Questionnaire-V9.3.5.2-Eng-230324-W.pdf,,,LAPOP (2023) Surinam LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_trinidad2010,,Trinidad & Tobago,,,,2010,,,wt,misc,amb,amb_trinidad2010,,http://datasets.americasbarometer.org/database/files/464873967Trinidad_LAPOP_AmericasBarometer%202010%20data%20set%20%20approved%20V3.dta,,,,LAPOP (2020) Trinidad LAPOP AmericasBarometer 2010 v3.0 [Dataset]
amb_trinidad2012,,Trinidad & Tobago,,,,2012,,,wt,misc,amb,amb_trinidad2012,,http://datasets.americasbarometer.org/database/files/1496679067TrinandTob%20LAPOP%20AmericasBarometer%202012%20Rev1_W.dta,,,,LAPOP (2020) Trinidad LAPOP AmericasBarometer 2012 v1.0 [Dataset]
amb_trinidad2023,,Trinidad & Tobago,,,,2023,,,wt,misc,amb,amb_trinidad2023,,http://datasets.americasbarometer.org/database/files/TTO_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABTto2023-Trinidad&Tobago-Questionnaire-V9.3.2.1-Eng-230308-W.pdf,,,LAPOP (2023) Trinidad LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_uruguay2016,,Uruguay,,,,2017,,,wt,misc,amb,amb_uruguay2016,,http://datasets.americasbarometer.org/database/files/646644681Uruguay%20LAPOP%20AmericasBarometer%202017%20V1.0_W.dta,,,,LAPOP (2018) Uruguay LAPOP AmericasBarometer 2016 v1.0 [Dataset]
amb_uruguay2018,,Uruguay,,,,2019,,,wt,misc,amb,amb_uruguay2018,,http://datasets.americasbarometer.org/database/files/Uruguay%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Uruguay%20LAPOP%20AmericasBarometer%202019_Codebook_v1.0_W.pdf,,,LAPOP (2020) Uruguay LAPOP AmericasBarometer 2018 v1.0 [Dataset]
amb_uruguay2021,,Uruguay,,,,2021,,,wt,misc,amb,amb_uruguay2021,,http://datasets.americasbarometer.org/database/files/Uruguay%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABUry2021-Uruguay-Questionnaire-v15.0.4.1-Spa-210211-W.pdf,,,
amb_uruguay2023,,Uruguay,,,,2023,,,wt,misc,amb,amb_uruguay2023,,http://datasets.americasbarometer.org/database/files/URY_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABUry2023-Uruguay-Questionnaire-V9.2.4.1-Spa-230414-W.pdf,,,LAPOP (2023) Uruguay LAPOP AmericasBarometer 2023 v1.0 [Dataset]
amb_us2010,,United States,,,,2010,,,wt,misc,amb,amb_us2010,,http://datasets.americasbarometer.org/database/files/1954363083US_LAPOP_AmericasBarometer%202010%20data%20set%20%20original%20V1.dta,http://datasets.americasbarometer.org/database/files/2128470678US%20CODEBOOK.pdf,,,LAPOP (2020) United States LAPOP AmericasBarometer 2010 v1.0 [Dataset]
amb_us2012,,United States,,,,2012,,,wt,misc,amb,amb_us2012,,http://datasets.americasbarometer.org/database/files/241473079UnitedStates%20LAPOP%20AmericasBarometer%202012%20Rev1_W.dta,,,,LAPOP (2022) United States LAPOP AmericasBarometer 2012 rev 1 w2 [Dataset]
amb_us2014,,United States,,,,2014,,,wt,misc,amb,amb_us2014,,http://datasets.americasbarometer.org/database/files/98099043UnitedStates%20LAPOP%20AmericasBarometer%202014%20v3.0_W.dta,,,,LAPOP (2022) United States LAPOP AmericasBarometer 2014 rev 1 w2 [Dataset]
amb_us2016,,United States,,,,2017,,,wt,misc,amb,amb_us2016,,http://datasets.americasbarometer.org/database/files/2133069031United%20States%20LAPOP%20AmericasBarometer%202017%20V1.0_W.dta,,,,LAPOP (2018) United States LAPOP AmericasBarometer 2016 v1.0 [Dataset]
amb_us2018,,United States,,,,2019,,,wt,misc,amb,amb_us2018,,http://datasets.americasbarometer.org/database/files/UnitedStates%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/UnitedStates%20LAPOP%20AmericasBarometer%202019_Codebook_v1.0_W.pdf,,,LAPOP (2020) United States LAPOP AmericasBarometer 2018 v1.0 [Dataset]
amb_us2021,,United States,,,,2021,,,wt,misc,amb,amb_us2021,,http://datasets.americasbarometer.org/database/files/UnitedStates%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABUsa2021-United-States-Questionnaire-v17.5.4.3-Eng-210716-W.pdf,,,LAPOP (2022) United States LAPOP AmericasBarometer 2021 v1.2 [Dataset]
amb_us2023,,United States,,,,2023,,,wt,misc,amb,amb_us2023,,http://datasets.americasbarometer.org/database/files/USA_2023_LAPOP_AmericasBarometer_v1.0_w.dta,http://datasets.americasbarometer.org/database/files/ABUsa2023-United-States-Questionnaire-V9.3.7.0-Eng-230719-W.pdf,,,LAPOP (2023) United States LAPOP AmericasBarometer 2023 v1.0 [Dataset]
