,survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args,link
118,amb_haiti2021,NA,Haiti,NA,NA,NA,2021,NA,NA,wt,misc,amb,amb_haiti2021,NA,http://datasets.americasbarometer.org/database/files/544180976Haiti%20LAPOP%20AmericasBarometer%202021%20V1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABHti2021-Haiti-Questionnaire-v17.5.4.2-Eng-210511-W.pdf,NA,NA
119,amb_honduras2016,NA,Honduras,NA,NA,NA,2016,NA,NA,wt,misc,amb,amb_honduras2016,NA,http://datasets.americasbarometer.org/database/files/1252173714Honduras%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,NA,NA,NA
120,amb_honduras2018,NA,Honduras,NA,NA,NA,2018,NA,NA,wt,misc,amb,amb_honduras2018,NA,http://datasets.americasbarometer.org/database/files/Honduras%20LAPOP%20AmericasBarometer%202018%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Honduras%20LAPOP%20AmericasBarometer%202018_Codebook_v1.0_W.pdf,NA,NA
121,amb_honduras2021,NA,Honduras,NA,NA,NA,2021,NA,NA,wt,misc,amb,amb_honduras2021,NA,http://datasets.americasbarometer.org/database/files/Honduras%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABHnd2021-Honduras-Questionnaire-v17.5.4.3-Spa-210430-W.pdf,NA,NA
122,amb_jamaica2016,NA,Jamaica,NA,NA,NA,2017,NA,NA,wt,misc,amb,amb_jamaica2016,NA,http://datasets.americasbarometer.org/database/files/428805428Jamaica%20LAPOP%20AmericasBarometer%202017%20V1.0_W.dta,NA,NA,NA
123,amb_jamaica2018,NA,Jamaica,NA,NA,NA,2019,NA,NA,wt,misc,amb,amb_jamaica2018,NA,http://datasets.americasbarometer.org/database/files/Jamaica%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Jamaica%20LAPOP%20AmericasBarometer%202019_Codebook_v1.0_W.pdf,NA,NA
124,amb_jamaica2021,NA,Jamaica,NA,NA,NA,2021,NA,NA,wt,misc,amb,amb_jamaica2021,NA,http://datasets.americasbarometer.org/database/files/Jamaica%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABJam2021-Jamaica-Questionnaire-v17.5.5.2-Eng-210525-W.pdf,NA,NA
125,amb_mexico2016,NA,Mexico,NA,NA,NA,2017,NA,NA,wt,misc,amb,amb_mexico2016,NA,http://datasets.americasbarometer.org/database/files/275973272Mexico%20LAPOP%20AmericasBarometer%202017%20V1.0_W.dta,NA,NA,NA
126,amb_mexico2018,NA,Mexico,NA,NA,NA,2019,NA,NA,wt,misc,amb,amb_mexico2018,NA,http://datasets.americasbarometer.org/database/files/Mexico%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Mexico%20LAPOP%20AmericasBarometer%202019_Codebook_v1.0_W.pdf,NA,NA
127,amb_mexico2021,NA,Mexico,NA,NA,NA,2021,NA,NA,wt,misc,amb,amb_mexico2021,NA,http://datasets.americasbarometer.org/database/files/Mexico%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABMex2021-Mexico-Questionnaire-v17.2.5.2-Spa-210420-W.pdf,NA,NA
128,amb_nicaragua2016,NA,Nicaragua,NA,NA,NA,2016,NA,NA,wt,misc,amb,amb_nicaragua2016,NA,http://datasets.americasbarometer.org/database/files/1862548546Nicaragua%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,NA,NA,NA
129,amb_nicaragua2018,NA,Nicaragua,NA,NA,NA,2018,NA,NA,wt,misc,amb,amb_nicaragua2018,NA,http://datasets.americasbarometer.org/database/files/Nicaragua%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,NA,NA,NA
130,amb_nicaragua2021,NA,Nicaragua,NA,NA,NA,2021,NA,NA,wt,misc,amb,amb_nicaragua2021,NA,http://datasets.americasbarometer.org/database/files/Nicaragua%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABNic2021-Nicaragua-Questionnaire-v17.5.6.0-Spa-210609-W.pdf,NA,NA
131,amb_panama2016,NA,Panama,NA,NA,NA,2017,NA,NA,wt,misc,amb,amb_panama2016,NA,http://datasets.americasbarometer.org/database/files/2078678947Panama%20LAPOP%20AmericasBarometer%202017%20V1.0_W.dta,NA,NA,NA
132,amb_panama2018,NA,Panama,NA,NA,NA,2019,NA,NA,wt,misc,amb,amb_panama2018,NA,http://datasets.americasbarometer.org/database/files/Panama%20LAPOP%20AmericasBarometer%202018%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Panama%20LAPOP%20AmericasBarometer%202018_Codebook_v1.0_W.pdf,NA,NA
133,amb_panama2021,NA,Panama,NA,NA,NA,2021,NA,NA,wt,misc,amb,amb_panama2021,NA,http://datasets.americasbarometer.org/database/files/Panama%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABPan2021-Panama-Questionnaire-v16.2.4.0-Spa-210215-W.pdf,NA,NA
134,amb_paraguay2016,NA,Paraguay,NA,NA,NA,2016,NA,NA,wt,misc,amb,amb_paraguay2016,NA,http://datasets.americasbarometer.org/database/files/1311870907Paraguay%20LAPOP%20AmericasBarometer%202016%20V1.0%20W.dta,NA,NA,NA
135,amb_paraguay2018,NA,Paraguay,NA,NA,NA,2018,NA,NA,wt,misc,amb,amb_paraguay2018,NA,http://datasets.americasbarometer.org/database/files/Paraguay%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Paraguay%20LAPOP%20AmericasBarometer%202019_Codebook_v1.0_W.pdf,NA,NA
136,amb_paraguay2021,NA,Paraguay,NA,NA,NA,2021,NA,NA,wt,misc,amb,amb_paraguay2021,NA,http://datasets.americasbarometer.org/database/files/Paraguay%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABPry2021-Paraguay-Questionnaire-v17.5.3.3-Spa-Gua-210607-W.pdf,NA,NA
137,amb_peru2016,NA,Peru,NA,NA,NA,2017,NA,NA,wt,misc,amb,amb_peru2016,NA,http://datasets.americasbarometer.org/database/files/83639715Peru_LAPOP_AmericasBarometer_2017_V1.1_W.dta,NA,NA,NA
138,amb_peru2018,NA,Peru,NA,NA,NA,2019,NA,NA,wt,misc,amb,amb_peru2018,NA,http://datasets.americasbarometer.org/database/files/Peru%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Peru%20LAPOP%20AmericasBarometer%202019_Codebook_v1.0_W.pdf,NA,NA
139,amb_peru2021,NA,Peru,NA,NA,NA,2021,NA,NA,wt,misc,amb,amb_peru2021,NA,http://datasets.americasbarometer.org/database/files/Peru%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABPer2021-Peru-Questionnaire-v13.0.6.1-Spa-210211-W.pdf,NA,NA
140,amb_stkittsnevis2016,NA,St. Kitts & Nevis,NA,NA,NA,2016,NA,NA,wt,misc,amb,amb_stkittsnevis2016,NA,http://datasets.americasbarometer.org/database/files/1597907601StKittsNevis%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,NA,NA,NA
141,amb_stlucia2016,NA,St. Lucia,NA,NA,NA,2017,NA,NA,wt,misc,amb,amb_stlucia2016,NA,http://datasets.americasbarometer.org/database/files/1241300571StLucia%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,NA,NA,NA
142,amb_stvincent2016,NA,St. Vincent,NA,NA,NA,2016,NA,NA,wt,misc,amb,amb_stvincent2016,NA,http://datasets.americasbarometer.org/database/files/317383160StVincent%20LAPOP%20AmericasBarometer%202016%20V1.0_W.dta,NA,NA,NA
143,amb_suriname2010,NA,Suriname,NA,NA,NA,2010,NA,NA,wt,misc,amb,amb_suriname2010,NA,http://datasets.americasbarometer.org/database/files/132981347Suriname_LAPOP_AmericasBarometer%202010%20data%20set%20%20original%20v1.dta,NA,NA,NA
144,amb_suriname2012,NA,Suriname,NA,NA,NA,2012,NA,NA,wt,misc,amb,amb_suriname2012,NA,http://datasets.americasbarometer.org/database/files/108630764Suriname%20LAPOP%20AmericasBarometer%202012%20Rev1_W.dta,NA,NA,NA
145,amb_trinidad2010,NA,Trinidad & Tobago,NA,NA,NA,2010,NA,NA,wt,misc,amb,amb_trinidad2010,NA,http://datasets.americasbarometer.org/database/files/464873967Trinidad_LAPOP_AmericasBarometer%202010%20data%20set%20%20approved%20V3.dta,NA,NA,NA
146,amb_trinidad2012,NA,Trinidad & Tobago,NA,NA,NA,2012,NA,NA,wt,misc,amb,amb_trinidad2012,NA,http://datasets.americasbarometer.org/database/files/1496679067TrinandTob%20LAPOP%20AmericasBarometer%202012%20Rev1_W.dta,NA,NA,NA
147,amb_uruguay2016,NA,Uruguay,NA,NA,NA,2017,NA,NA,wt,misc,amb,amb_uruguay2016,NA,http://datasets.americasbarometer.org/database/files/646644681Uruguay%20LAPOP%20AmericasBarometer%202017%20V1.0_W.dta,NA,NA,NA
148,amb_uruguay2018,NA,Uruguay,NA,NA,NA,2019,NA,NA,wt,misc,amb,amb_uruguay2018,NA,http://datasets.americasbarometer.org/database/files/Uruguay%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/Uruguay%20LAPOP%20AmericasBarometer%202019_Codebook_v1.0_W.pdf,NA,NA
149,amb_uruguay2021,NA,Uruguay,NA,NA,NA,2021,NA,NA,wt,misc,amb,amb_uruguay2021,NA,http://datasets.americasbarometer.org/database/files/Uruguay%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABUry2021-Uruguay-Questionnaire-v15.0.4.1-Spa-210211-W.pdf,NA,NA
150,amb_us2010,NA,United States,NA,NA,NA,2010,NA,NA,wt,misc,amb,amb_us2010,NA,http://datasets.americasbarometer.org/database/files/1954363083US_LAPOP_AmericasBarometer%202010%20data%20set%20%20original%20V1.dta,http://datasets.americasbarometer.org/database/files/2128470678US%20CODEBOOK.pdf,NA,NA
151,amb_us2012,NA,United States,NA,NA,NA,2012,NA,NA,wt,misc,amb,amb_us2012,NA,http://datasets.americasbarometer.org/database/files/241473079UnitedStates%20LAPOP%20AmericasBarometer%202012%20Rev1_W.dta,NA,NA,NA
152,amb_us2014,NA,United States,NA,NA,NA,2014,NA,NA,wt,misc,amb,amb_us2014,NA,http://datasets.americasbarometer.org/database/files/98099043UnitedStates%20LAPOP%20AmericasBarometer%202014%20v3.0_W.dta,NA,NA,NA
153,amb_us2016,NA,United States,NA,NA,NA,2017,NA,NA,wt,misc,amb,amb_us2016,NA,http://datasets.americasbarometer.org/database/files/2133069031United%20States%20LAPOP%20AmericasBarometer%202017%20V1.0_W.dta,NA,NA,NA
154,amb_us2018,NA,United States,NA,NA,NA,2019,NA,NA,wt,misc,amb,amb_us2018,NA,http://datasets.americasbarometer.org/database/files/UnitedStates%20LAPOP%20AmericasBarometer%202019%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/UnitedStates%20LAPOP%20AmericasBarometer%202019_Codebook_v1.0_W.pdf,NA,NA
155,amb_us2021,NA,United States,NA,NA,NA,2021,NA,NA,wt,misc,amb,amb_us2021,NA,http://datasets.americasbarometer.org/database/files/UnitedStates%20LAPOP%20AmericasBarometer%202021%20v1.0_W.dta,http://datasets.americasbarometer.org/database/files/ABUsa2021-United-States-Questionnaire-v17.5.4.3-Eng-210716-W.pdf,NA,NA
156,amb_venezuela2010,NA,Venezuela,NA,NA,NA,2010,NA,NA,NA,misc,amb,amb_venezuela2010,NA,http://datasets.americasbarometer.org/database/files/1451946926Venezuela_LAPOP_AmericasBarometer%202010%20data%20set%20APPROVED%20v3.dta,NA,NA,NA
157,amb_venezuela2012,NA,Venezuela,NA,NA,NA,2012,NA,NA,wt,misc,amb,amb_venezuela2012,NA,http://datasets.americasbarometer.org/database/files/256579462Venezuela%20LAPOP%20AmericasBarometer%202012%20Rev1_W.dta,NA,NA,NA
158,amb_venezuela2014,NA,Venezuela,NA,NA,NA,2014,NA,NA,wt,misc,amb,amb_venezuela2014,NA,http://datasets.americasbarometer.org/database/files/822140976Venezuela%20LAPOP%20AmericasBarometer%202014%20v3.0_W.dta,NA,NA,NA
159,amb_venezuela2016,NA,Venezuela,NA,NA,NA,2016,NA,NA,wt,misc,amb,amb_venezuela2016,NA,http://datasets.americasbarometer.org/database/files/25258094Venezuela%20LAPOP%20AmericasBarometer%202016-17%20V1.0_W.dta,NA,NA,NA
160,anes_combo,NA,United States,NA,NA,NA,NA,vcf0004,NA,vcf0009z,misc,anes,anes_combo,NA,https://electionstudies.org/wp-content/uploads/2018/12/anes_timeseries_cdf_dta.zip,https://electionstudies.org/wp-content/uploads/2018/12/anes_timeseries_cdf_codebook_var.pdf,NA,NA
161,anes2016,NA,United States,NA,NA,NA,2016,NA,NA,v160102,icpsr,anes,ICPSR_36824,NA,NA,NA,NA,NA
162,anes2020,NA,United States,NA,NA,NA,2020,NA,NA,v200010b,misc,anes,anes2020,NA,https://electionstudies.org/wp-content/uploads/2021/03/anes_timeseries_2020_stata_20210324.zip,NA,NA,NA
163,angus_reid1995,NA,Canada,NA,NA,NA,1995,NA,NA,wt,roper,angus_reid,CNAREID1995-9504,Social_Issues_Forum,NA,NA,NA,NA
164,anpas1967,NA,Australia,NA,NA,NA,1967,NA,NA,NA,dataverse,aes,anpas1967,NA,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/YKNUXT,NA,NA,NA
165,anpas1969,NA,Australia,NA,NA,NA,1969,NA,NA,NA,dataverse,aes,anpas1969,NA,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/OTUJCZ,NA,NA,NA
166,anpas1979,NA,Australia,NA,NA,NA,1979,NA,NA,NA,dataverse,aes,anpas1979,NA,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/AIOCOR,NA,NA,NA
167,ap_us1996,NA,United States,NA,NA,NA,1996,NA,NA,pweight,roper,ap,USAPICR1996-924L,NA,NA,NA,NA,NA
168,arabb1,NA,country,NA,NA,NA,NA,NA,"tibble(orig=c(""jordan"",""palestine"",""algeria"",""morocco"",""lebanon"",""yemen"",""bahrain""),year=c(2006,2006,2006,2007,2006,2007,2009))",NA,misc,arabb,arabb1,NA,https://www.arabbarometer.org/wp-content/uploads/ABI_English.dta_.zip,https://www.arabbarometer.org/wp-content/uploads/ABI_Questionnaire_ENG.pdf,NA,NA
169,arabb2,NA,country,NA,NA,NA,NA,NA,"tibble(orig=c(""1. Algeria"",""5. Egypt"",""7. Iraq"",""8. Jordan"",""10. Lebanon"",""15. Palestine"",""17. Saudi Arabia"",""19. Sudan"",""21. Tunisia"",""22. Yemen""),year=c(2011,2011,2011,2010,2010,2010,2011,2010,2011,2011))",wt,misc,arabb,arabb2,NA,https://www.arabbarometer.org/wp-content/uploads/ABII_English.dta_.zip,https://www.arabbarometer.org/wp-content/uploads/ABII_Questionnaire_English-1.pdf,NA,NA
170,arabb3,NA,country,NA,NA,NA,NA,date,NA,wt,misc,arabb,arabb3,NA,https://www.arabbarometer.org/wp-content/uploads/ABIII_English.dta_.zip,https://www.arabbarometer.org/wp-content/uploads/ABIII_Questionnaire_ENG.pdf,NA,NA
171,arabb4,NA,country,NA,NA,NA,2016,NA,NA,wt,misc,arabb,arabb4,NA,https://www.arabbarometer.org/wp-content/uploads/ABIV_English.dta_.zip,https://www.arabbarometer.org/wp-content/uploads/ABIV_Questionnaire_ENG.pdf,NA,NA
172,arabb5,NA,country,NA,NA,NA,NA,NA,"tibble(orig=c(""Algeria"",""Egypt"",""Iraq"",""Jordan"",""Kuwait"",""Lebanon"",""Libya"",""Morocco"",""Palestine"",""Sudan"",""Tunisia"",""Yemen""), year=c(2019,2018,2019,2018,2019,2018,2019,2018,2018,2018,2018,2018))",wt,misc,arabb,arabb5,NA,https://www.arabbarometer.org/wp-content/uploads/ABV_Crossectional_Data_Release_ENG.dta_.zip,https://www.arabbarometer.org/wp-content/uploads/ABV_SourceQuestionnaire_ENG_Public-Opinion-2018-2019.pdf,NA,NA
173,arabb61,NA,country,NA,NA,NA,2020,NA,NA,wt,misc,arabb,arabb61,NA,https://www.arabbarometer.org/wp-content/uploads/ENG-Arab-Barometer-Wave-VI-Part-1_DEC.zip,https://www.arabbarometer.org/wp-content/uploads/ENG-Arab-Barometer-Wave-VI-Part-I-Questionnaire-2.pdf,NA,NA
174,arabb62,NA,country,NA,NA,NA,2020,NA,NA,wt,misc,arabb,arabb62,NA,https://www.arabbarometer.org/wp-content/uploads/ENG-Arab-Barometer-Wave-VI-Part-2-1.zip,https://www.arabbarometer.org/wp-content/uploads/ENG-Arab-Barometer-Wave-VI-Part-II-Questionnaire-2.pdf,NA,NA
175,arabb63,NA,country,NA,NA,NA,2021,NA,NA,wt,misc,arabb,arabb63,NA,https://www.arabbarometer.org/wp-content/uploads/ENG-Arab-Barometer-Wave-VI-Part-3_DEC.zip,https://www.arabbarometer.org/wp-content/uploads/ENG-Arab-Barometer-Wave-VI-Part-III-Questionnaire.pdf,NA,NA
176,arabb7,NA,country,NA,NA,NA,NA,NA,"tibble(orig = c(""Algeria"",""Egypt"",""Iraq"",""Jordan"",""Kuwait"",""Lebanon"",""Libya"",""Mauritania"",""Morocco"", ""Palestine"",""Sudan"",""Tunisia""), year = c(2022, 2022, 2022, 2022, 2022, 2021, 2022, 2022, 2022, 2021, 2022, 2021))",wt,misc,arabb,arabb7,NA,https://www.arabbarometer.org/wp-content/uploads/AB7_ENGLISH.zip,https://www.arabbarometer.org/wp-content/uploads/ENG-Arab-Barometer-Wave-VII-Questionnaire-RELEASE-v2-1.pdf,NA,NA
177,arkolsky198905,NA,Argentina,NA,NA,NA,1989,NA,NA,NA,roper,arkolsky,ARKOLSKY1989-SIST12,NA,NA,NA,"list(file = file_path, var_names = c(""p28""), var_cards = c(4), var_positions = c(7), var_widths = c(1), total_cards = 4)",NA
178,arromer199111,NA,Argentina,NA,NA,NA,1991,NA,NA,NA,roper,arromer,ARROMER1991-TOP008,NA,NA,NA,NA,NA
179,arromer199207,NA,Argentina,NA,NA,NA,1992,NA,NA,NA,roper,arromer,ARROMER1992-TOP012,NA,NA,NA,NA,NA
180,arromer199408,NA,Argentina,NA,NA,NA,1994,NA,NA,NA,roper,arromer,ARROMER1994-TOP024,NA,NA,NA,NA,NA
181,arromer199603,NA,Argentina,NA,NA,NA,1996,NA,NA,NA,roper,arromer,ARROMER1996-TOP034,NA,NA,NA,NA,NA
182,ases2000,NA,v0362,NA,NA,NA,2000,NA,NA,NA,icpsr,ases,ICPSR_22324,NA,NA,NA,NA,NA
183,asiab2003,NA,country,NA,NA,NA,2003,NA,NA,NA,misc,asiab,asiabarometer2003,NA,NA,NA,NA,NA
184,asiab2004,NA,country,NA,NA,NA,2004,NA,NA,weight,icpsr,asiab,ICPSR_20420,NA,NA,NA,NA,NA
185,asiab2005,NA,country,NA,NA,NA,2005,NA,NA,weight,misc,asiab,asiabarometer2005,NA,NA,NA,NA,NA
186,asiab2006,NA,country,NA,NA,NA,2006,NA,NA,NA,misc,asiab,asiabarometer2006,NA,NA,NA,NA,NA
187,asiab2007,NA,country,NA,NA,NA,2007,NA,NA,weigh,misc,asiab,asiabarometer2007,NA,NA,NA,NA,NA
,asiab2008,NA,country,NA,NA,NA,2008,NA,NA,weigh,misc,asiab,asiabarometer2008,NA,NA,NA,NA,NA
188,asianb1,NA,country,NA,NA,NA,NA,yrsurvey,NA,w_all,misc,asianb,asianb1,NA,NA,NA,NA,NA
189,asianb2,NA,country,NA,NA,NA,NA,NA,"tibble(orig=c(""Japan"",""Hong Kong"",""Korea"",""Mainland China"",""Mongolia"",""Philippines"",""Taiwan"",""Thailand"",""Indonesia"",""Singapore"",""Vietnam"",""Cambodia"",""Malaysia""),year=c(2007,2007,2006,2008,2006,2005,2006,2006,2006,2006,2005,2008,2007))",w_all,misc,asianb,asianb2,NA,NA,NA,NA,NA
190,asianb3,NA,country,NA,NA,NA,NA,ir9,NA,allweight,misc,asianb,asianb3,NA,NA,NA,NA,NA
191,asianb4,NA,country,NA,NA,NA,NA,year,NA,w,misc,asianb,asianb4,NA,NA,NA,NA,NA
192,aussa2003,NA,Australia,NA,NA,NA,2003,NA,NA,NA,dataverse,aussa,aussa2003,NA,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.4225/87/8VUHRY,NA,NA,NA
193,aussa2005,NA,Australia,NA,NA,NA,2005,NA,NA,NA,dataverse,aussa,aussa2005,NA,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.4225/87/SRXRC6,NA,NA,NA
194,aussa2007,NA,Australia,NA,NA,NA,2007,NA,NA,v656,dataverse,aussa,aussa2007,NA,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.4225/87/1UPIZO,NA,NA,NA
195,aussa2009,NA,Australia,NA,NA,NA,2009,NA,NA,v488,dataverse,aussa,aussa2009,NA,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.4225/87/IH68HQ,NA,NA,NA
196,aussa2013,NA,Australia,NA,NA,NA,2013,NA,NA,NA,dataverse,aussa,aussa2013,NA,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.4225/87/PK3EIF,NA,NA,NA
197,autnes2017,NA,Austria,NA,NA,NA,2017,NA,NA,"wt <- rowMeans(t_data %>% select(contains(""weightd"")), na.rm = TRUE)",dataverse,autnes,autnes2017,NA,https://data.aussda.at/dataset.xhtml?persistentId=doi:10.11587/I7QIYJ,NA,NA,NA
198,bes1987,NA,United Kingdom,NA,NA,NA,1987,NA,NA,weight,misc,bes,bes1987,NA,NA,https://www.britishelectionstudy.com/wp-content/uploads/2014/04/1987BESQuestionaire.pdf,NA,https://www.britishelectionstudy.com/wp-content/uploads/2014/04/87BES.dta
199,bes1992,NA,United Kingdom,NA,NA,NA,1992,NA,NA,wtfactor,misc,bes,bes1992,NA,NA,https://www.britishelectionstudy.com/wp-content/uploads/2014/04/1992-1997BESPanelQuestionaire.pdf,NA,https://www.britishelectionstudy.com/wp-content/uploads/2014/04/92BES.dta
200,bes1997,NA,United Kingdom,NA,NA,NA,1997,NA,NA,wtallgb,misc,bes,bes1997,NA,NA,https://www.britishelectionstudy.com/wp-content/uploads/2014/04/1997BESTechnicalReportandQuestionaire.pdf,NA,https://www.britishelectionstudy.com/wp-content/uploads/2014/04/97BES.dta
201,bes2001,NA,United Kingdom,NA,NA,NA,2001,NA,NA,awgtgb,misc,bes,bes2001,NA,NA,https://www.britishelectionstudy.com/wp-content/uploads/2014/04/2001BESCampaignPanelTechnicalReportCodebookQuestionaire.pdf,NA,https://www.britishelectionstudy.com/wp-content/uploads/2014/05/prepostagg.dta
202,bes2005_post,NA,United Kingdom,NA,NA,NA,2005,NA,NA,prewtbr,misc,bes,bes2005_post,NA,NA,https://www.britishelectionstudy.com/wp-content/uploads/2014/05/2005BESPostQuestionaire.pdf,NA,https://www.britishelectionstudy.com/wp-content/uploads/2014/05/2005BESb.dta
203,bes2005_pre,NA,United Kingdom,NA,NA,NA,2005,NA,NA,prewtbr,misc,bes,bes2005_pre,NA,NA,https://www.britishelectionstudy.com/wp-content/uploads/2014/05/2005BESPreQuestionaire.pdf,NA,https://www.britishelectionstudy.com/wp-content/uploads/2014/05/2005BESa.dta
204,bes2010,NA,United Kingdom,NA,NA,NA,2010,NA,NA,aweightt,misc,bes,bes2010,NA,NA,https://www.britishelectionstudy.com/wp-content/uploads/2014/04/2010BESPostQuestionaire.pdf,NA,https://www.britishelectionstudy.com/wp-content/uploads/2014/04/2010BESprepost.dta
205,bes2015,NA,United Kingdom,NA,NA,NA,2015,NA,NA,wt_combined_main_capped,misc,bes,bes2015,NA,NA,https://www.britishelectionstudy.com/wp-content/uploads/2016/05/BES_2015_f2f_v3.0_codebook.pdf,NA,https://www.britishelectionstudy.com/wp-content/uploads/2018/01/bes_f2f_2015_v4.0.dta
206,bes2017,NA,United Kingdom,NA,NA,NA,2017,NA,NA,sel_wt_capped,misc,bes,bes2017,NA,NA,https://www.britishelectionstudy.com/wp-content/uploads/2019/01/BES-2017-F2F-codebook.pdf,NA,https://www.britishelectionstudy.com/wp-content/uploads/2020/02/bes_f2f_2017_v1.5.dta
207,bes2019,NA,United Kingdom,NA,NA,NA,2019,NA,NA,wt_sel_wt,misc,bes,bes2019,NA,NA,https://www.britishelectionstudy.com/wp-content/uploads/2021/05/bes_rps_2019_doc_1.1.1.pdf,NA,https://www.britishelectionstudy.com/wp-content/uploads/2021/05/bes_rps_2019_1.1.1_dta.zip
208,bges1992,NA,United Kingdom,NA,NA,NA,1992,NA,NA,wtfactor,ukds,bges,2981,NA,NA,NA,NA,NA
209,bges1997,NA,United Kingdom,NA,NA,NA,1997,NA,NA,wtallgb,icpsr,bges,ICPSR_02615,NA,NA,NA,NA,NA
210,brdir199109,NA,Brazil,NA,NA,NA,1991,NA,NA,peso,roper,datafolha,BRDIR1991-1033,NA,NA,NA,NA,NA
211,brdir199309,NA,Brazil,NA,NA,NA,1993,NA,NA,pesoe,roper,datafolha,BRDIR1993-00335,NA,NA,NA,NA,NA
212,brdir199503,NA,Brazil,NA,NA,NA,1995,NA,NA,pesoest,roper,datafolha,BRDIR1995-00405,NA,NA,NA,NA,NA
213,bsa_combo,NA,United Kingdom,NA,NA,NA,NA,year,NA,wt <- t_data$wtfactor; wt[wt > 10000] <- 1,icpsr,bsa,ICPSR_03095,NA,NA,NA,NA,NA
214,bsa1993,NA,United Kingdom,NA,NA,NA,1993,NA,NA,wtfactor,icpsr,bsa,ICPSR_03096,NA,NA,NA,NA,NA
215,bsa1994,NA,United Kingdom,NA,NA,NA,1994,NA,NA,wtfactor,icpsr,bsa,ICPSR_03097,NA,NA,NA,NA,NA
216,bsa1995,NA,United Kingdom,NA,NA,NA,1995,NA,NA,wtfactor,icpsr,bsa,ICPSR_03098,NA,NA,NA,NA,NA
217,bsa1996,NA,United Kingdom,NA,NA,NA,1996,NA,NA,wtfactor,icpsr,bsa,ICPSR_03099,NA,NA,NA,NA,NA
218,bsa1997,NA,United Kingdom,NA,NA,NA,1997,NA,NA,wtfactor,icpsr,bsa,ICPSR_03100,NA,NA,NA,NA,NA
219,bsa1998,NA,United Kingdom,NA,NA,NA,1998,NA,NA,wtfactor,ukds,bsa,4131,NA,NA,NA,NA,NA
220,bsa1999,NA,United Kingdom,NA,NA,NA,1999,NA,NA,wtfactor,ukds,bsa,4318,NA,NA,NA,NA,NA
