,survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args
401,issp1991,,v3,,"data_frame(orig=c(""""aus"""", """"D-W"""", """"D-E"""", """"gb"""", """"usa"""", """"a"""", """"h"""", """"nl"""", """"i"""", """"irl"""", """"il"""", """"nz"""", """"n"""", """"nirl"""", """"rp"""", """"pl"""", """"rus"""", """"slo""""), dest = c(""""Australia"""", """"Germany"""", """"Germany"""", """"United Kingdom"""", """"United States"""", """"Austria"""", """"Hungary"""", """"Netherlands"""", """"Italy"""", """"Ireland"""", """"Israel"""", """"New Zealand"""", """"Norway"""", """"Northern Ireland"""", """"Philippines"""", """"Poland"""", """"Russian Federation"""", """"Slovenia""""))",,NA,,"data_frame(orig=c(""""aus"""", """"D-W"""", """"D-E"""", """"gb"""", """"usa"""", """"a"""", """"h"""", """"nl"""", """"i"""", """"irl"""", """"il"""", """"nz"""", """"n"""", """"nirl"""", """"rp"""", """"pl"""", """"rus"""", """"slo""""), year = c(""""1993"""", """"1991"""", """"1991"""", """"1991"""", """"1991"""", """"1993"""", """"1991"""", """"1991"""", """"1990"""", """"1991"""", """"1991"""", """"1991"""", """"1991"""", """"1991"""", """"1991"""", """"1991"""", """"1991"""", """"1991""""))",v131,gesis,issp,ZA2150,,,,
402,issp1992,,v3,,"data_frame(orig=c(""""aus"""", """"D-W"""", """"D-E"""", """"gb"""", """"usa"""", """"a"""", """"h"""", """"i"""", """"nz"""", """"n"""", """"s"""", """"rp"""", """"cz"""", """"pl"""", """"bg"""", """"rus"""", """"slo"""", """"cdn""""), dest = c(""""Australia"""", """"Germany"""", """"Germany"""", """"United Kingdom"""", """"United States"""", """"Austria"""", """"Hungary"""", """"Italy"""", """"New Zealand"""", """"Norway"""", """"Sweden"""", """"Philippines"""", """"Czechoslovakia"""", """"Poland"""", """"Bulgaria"""", """"Russian Federation"""", """"Slovenia"""", """"Canada""""))",,NA,,"data_frame(orig=c(""""aus"""", """"D-W"""", """"D-E"""", """"gb"""", """"usa"""", """"a"""", """"h"""", """"i"""", """"nz"""", """"n"""", """"s"""", """"rp"""", """"cz"""", """"pl"""", """"bg"""", """"rus"""", """"slo"""", """"cdn""""), year = c(""""1993"""", """"1992"""", """"1992"""", """"1992"""", """"1992"""", """"1993"""", """"1992"""", """"1992"""", """"1992"""", """"1992"""", """"1991"""", """"1992"""", """"1992"""", """"1992"""", """"1993"""", """"1992"""", """"1992"""", """"1992""""))",v176,gesis,issp,ZA2310,,,,
403,issp1992es,,Spain,,,,1994,,,,gesis,issp,ZA2496,,,,
404,issp1994,,v3,,,"c(""""NIRL- Northern Ireland""""=""""Northern Ireland"""", """"D-E - Germany-East""""=""""Germany"""", """"D-W - Germany-West""""=""""Germany"""")",NA,,"data_frame(orig=c(""""A   - Austria"""", """"AUS - Australia"""", """"BG  - Bulgaria"""", """"CDN - Canada"""", """"CZ  - Czech Republic"""", """"D-E - Germany-East"""", """"D-W - Germany-West"""", """"E   - Spain"""", """"GB  - Great Britain"""", """"H   - Hungary"""", """"I   - Italy"""", """"IL  - Israel"""", """"IRL - Ireland"""", """"J   - Japan"""", """"N   - Norway"""", """"NIRL- Northern Ireland"""", """"NL  - Netherlands"""", """"NZ  - New Zealand"""", """"PL  - Poland"""", """"RP  - Philippines"""", """"RUS - Russia"""", """"S   - Sweden"""", """"SLO - Slovenia"""", """"USA - United States""""), year = c(""""1995"""", """"1994"""", """"1995"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1994"""", """"1993"""", """"1994""""))",v315,gesis,issp,ZA2620,,,,
405,issp1995,,v3,,"data_frame(orig=c(""""aus"""", """"D-W"""", """"D-E"""", """"gb"""", """"nirl"""", """"usa"""", """"a"""", """"h"""", """"i"""", """"irl"""", """"nz"""", """"nl"""", """"n"""", """"s"""", """"rp"""", """"cz"""", """"pl"""", """"bg"""", """"rus"""", """"slo"""", """"cdn"""", """"IL-J"""", """"IL-A"""", """"j"""", """"e"""", """"lv"""", """"f"""", """"cy"""", """"ch"""", """"sk""""), dest = c(""""Australia"""", """"Germany"""", """"Germany"""", """"United Kingdom"""", """"Northern Ireland"""", """"United States"""", """"Austria"""", """"Hungary"""", """"Italy"""", """"Ireland"""", """"New Zealand"""", """"Netherlands"""", """"Norway"""", """"Sweden"""", """"Philippines"""", """"Czechia"""", """"Poland"""", """"Bulgaria"""", """"Russian Federation"""", """"Slovenia"""", """"Canada"""", """"Israel"""", """"Israel"""", """"Japan"""", """"Spain"""", """"Latvia"""", """"France"""", """"Cyprus"""", """"Switzerland"""", """"Slovakia""""))",,NA,,"tibble(orig=c(""""aus"""", """"D-W"""", """"D-E"""", """"gb"""", """"usa"""", """"a"""", """"h"""", """"i"""", """"irl"""", """"nl"""", """"n"""", """"s"""", """"cz"""", """"slo"""", """"pl"""", """"bg"""", """"rus"""", """"nz"""", """"cdn"""", """"rp"""", """"j"""", """"e"""", """"lv"""", """"sk""""), year=c(""""1995"""", """"1995"""", """"1995"""", """"1995"""", """"1996"""", """"1995"""", """"1995"""", """"1995"""", """"1995"""", """"1995"""", """"1995"""", """"1995"""", """"1995"""", """"1994"""", """"1995"""", """"1995"""", """"1996"""", """"1996"""", """"1995"""", """"1995"""", """"1995"""", """"1995"""", """"1995"""", """"1996""""))",v342,gesis,issp,ZA2880,,,,
406,issp1996,,v3,,"data_frame(orig=c(""""aus"""", """"D-W"""", """"D-E"""", """"gb"""", """"nirl"""", """"usa"""", """"a"""", """"h"""", """"i"""", """"irl"""", """"nz"""", """"nl"""", """"n"""", """"s"""", """"rp"""", """"cz"""", """"pl"""", """"bg"""", """"rus"""", """"slo"""", """"cdn"""", """"IL-J"""", """"IL-A"""", """"j"""", """"e"""", """"lv"""", """"f"""", """"cy"""", """"ch""""), dest = c(""""Australia"""", """"Germany"""", """"Germany"""", """"United Kingdom"""", """"Northern Ireland"""", """"United States"""", """"Austria"""", """"Hungary"""", """"Italy"""", """"Ireland"""", """"New Zealand"""", """"Netherlands"""", """"Norway"""", """"Sweden"""", """"Philippines"""", """"Czechia"""", """"Poland"""", """"Bulgaria"""", """"Russian Federation"""", """"Slovenia"""", """"Canada"""", """"Israel"""", """"Israel"""", """"Japan"""", """"Spain"""", """"Latvia"""", """"France"""", """"Cyprus"""", """"Switzerland""""))",,NA,,"data_frame(orig = c(""""aus"""", """"bg"""", """"cdn"""", """"cy"""", """"cz"""", """"e"""", """"f"""", """"D-W"""", """"D-E"""", """"h"""", """"irl"""", """"IL-J"""", """"IL-A"""", """"i"""", """"j"""", """"lv"""", """"nz"""", """"n"""", """"rp"""", """"pl"""", """"rus"""", """"slo"""", """"s"""", """"ch"""", """"gb"""", """"usa""""), year = c(""""1996"""", """"1997"""", """"1996"""", """"1996"""", """"1996"""", """"1996"""", """"1997"""", """"1996"""", """"1996"""", """"1996"""", """"1996"""", """"1996"""", """"1996"""", """"1996"""", """"1996"""", """"1996"""", """"1997"""", """"1996"""", """"1996"""", """"1997"""", """"1997"""", """"1995"""", """"1996"""", """"1998"""", """"1996"""", """"1996""""))",v325,gesis,issp,ZA2900,,,,
407,issp1998,,v3,,,"c(""""NIRL-Northern Ireland""""=""""Northern Ireland"""", """"D-E-Germany-East""""=""""Germany"""", """"D-W-Germany-West""""=""""Germany"""")",NA,,"data_frame(orig=c(""""A-Austria"""", """"AUS-Australia"""", """"BG-Bulgaria"""", """"CDN-Canada"""", """"CH-Switzerland"""", """"CY-Cyprus"""", """"CZ-Czech Republic"""", """"D-Denmark"""", """"D-E-Germany-East"""", """"D-W-Germany-West"""", """"E-Spain"""", """"F-France"""", """"GB-Great Britain"""", """"H-Hungary"""", """"I-Italy"""", """"IL-Israel Jews Arabs"""", """"IRL-Ireland"""", """"J-Japan"""", """"LV-Latvia"""", """"N-Norway"""", """"NIRL-Northern Ireland"""", """"NL-Netherlands"""", """"NZ-New Zealand"""", """"P-Portugal"""", """"PL-Poland"""", """"RCH-Chile"""", """"RP-Philippines"""", """"RUS-Russia"""", """"S-Sweden"""", """"SK-Slovak Republic"""", """"SLO-Slovenia"""", """"USA-United States""""), year = c(""""1999"""", """"1998"""", """"1999"""", """"2000"""", """"1999"""", """"1999"""", """"1999"""", """"1998"""", """"1998"""", """"1998"""", """"1998"""", """"1998"""", """"1998"""", """"1998"""", """"1999"""", """"1998"""", """"1998"""", """"1998"""", """"1998"""", """"1998"""", """"1998"""", """"1998"""", """"1998"""", """"1998"""", """"1999"""", """"1998"""", """"1998"""", """"1998"""", """"1998"""", """"1998"""", """"1998"""", """"1998""""))",v316,gesis,issp,ZA3190,,,,
408,issp1998br,,Brazil,,,,2002,,,,gesis,issp,ZA4674,,,,
409,issp1999,,v3,,,"c(""""NIRL Northern Ireland""""=""""Northern Ireland"""", """"D-E Germany East""""=""""Germany"""", """"D-W Germany West""""=""""Germany"""")",NA,,"tibble(orig=c(""""A Austria"""", """"AUS Australia"""", """"BG Bulgaria"""", """"CDN Canada"""", """"CY Cyprus"""", """"CZ Czech Rep"""", """"D-E Germany East"""", """"D-W Germany West"""", """"E Spain"""", """"F France"""", """"GB Great Britain"""", """"H Hungary"""", """"IL Israel"""", """"IRL Ireland"""", """"J Japan"""", """"LV Latvia"""", """"N Norway"""", """"NIRL North Ireland"""", """"NZ New Zealand"""", """"P Portugal"""", """"PL Poland"""", """"RCH Chile"""", """"RP Philippines"""", """"RUS Russia"""", """"S Sweden"""", """"SLO Slovenia"""", """"SVK Slovakia"""", """"USA United States""""), year=c(""""2000"""", """"2000"""", """"1999"""", """"2000"""", """"1999"""", """"1999"""", """"2000"""", """"2000"""", """"1999"""", """"1999"""", """"1999"""", """"1998"""", """"1999"""", """"1999"""", """"1999"""", """"1999"""", """"1999"""", """"1999"""", """"1999"""", """"1999"""", """"1999"""", """"2000"""", """"1999"""", """"1999"""", """"1999"""", """"1998"""", """"2001"""", """"2000""""))",weight,gesis,issp,ZA3430,,,,
410,issp1999br,,Brazil,,,,2001,,,weight,gesis,issp,ZA3558,,,,
411,issp1999dk,,Denmark,,,,2001,,,,gesis,issp,ZA3562,,,,
412,issp1999ie,,Ireland,,,,2001,,,weight,gesis,issp,ZA3613,,,,
413,issp1999nl,,Netherlands,,,,1999,,,,gesis,issp,ZA3293,,,,
414,issp1999ch,,Switzerland,,,,1999,,,weight,gesis,issp,ZA3297,,,,
415,issp2000,,v3,,,"c(""""NIRL-Northern Ireland""""=""""Northern Ireland"""", """"D-E-Germany-East""""=""""Germany"""", """"D-W-Germany-West""""=""""Germany"""", """"FLA-Flanders""""=""""Belgium"""")",NA,,"tibble(orig=c(""""AUS-Australia"""", """"D-W-Germany-West"""", """"D-E-Germany-East"""", """"GB-Great Britain"""", """"NIRL-Northern Ireland"""", """"USA-United States"""", """"A-Austria"""", """"H-Hungary"""", """"I-Italy"""", """"IRL-Ireland"""", """"NL-Netherlands"""", """"N-Norway"""", """"S-Sweden"""", """"CZ-Czech Republic"""", """"SLO-Slovenia"""", """"PL-Poland"""", """"BG-Bulgaria"""", """"RUS-Russia"""", """"NZ-New Zealand"""", """"CDN-Canada"""", """"RP-Philippines"""", """"IL-Israel"""", """"IL-Israel Arabs"""", """"J-Japan"""", """"E-Spain"""", """"LV-Latvia"""", """"SK-Slovak Republic"""", """"F-France"""", """"CY-Cyprus"""", """"P-Portugal"""", """"RCH-Chile"""", """"DK-Denmark"""", """"CH-Switzerland"""", """"BD-Bangladesh"""", """"BR-Brasil"""", """"YV-Venezuela"""", """"SF-Finland"""", """"MEX-Mexico"""", """"FLA-Flanders"""", """"ZA-South Africa"""", """"RC-Taiwan""""), year=c(""""2000"""", """"2000"""", """"2000"""", """"2000"""", """"2000"""", """"2000"""", """"2001"""", """"2000"""", """"2000"""", """"2002"""", """"2000"""", """"2000"""", """"2001"""", """"2000"""", """"2000"""", """"2000"""", """"2000"""", """"2000"""", """"2000"""", """"2001"""", """"2000"""", """"2000"""", """"2000"""", """"2000"""", """"2000"""", """"2000"""", """"2000"""", """"2000"""", """"2000"""", """"2000"""", """"2000"""", """"2001"""", """"2001"""", """"2000"""", """"2000"""", """"2000"""", """"2000"""", """"2001"""", """"2000"""", """"2000"""", """"2000""""))",v327,gesis,issp,ZA3440,,,,
,issp2001,,v3,,,"c(""""NIRL-Northern Ireland""""=""""Northern Ireland"""", """"Germany-West""""=""""Germany"""", """"Germany-East""""=""""Germany"""",  """"Israel Jews""""=""""Israel"""",""""Israel Arabs""""=""""Israel"""", """"Southafrica""""=""""South Africa"""")",NA,,"tibble(orig=c(""""AUS-Australia"""",  """"D-W-Germany(West)"""",  """"D-E-Germany(East)"""",  """"GB-Great Britain"""", """"NIRL-Northern Ireland"""",  """"USA-USA-United States"""", """"A-Austria"""", """"H-Hungary"""",  """"I-Italy"""",    """"N-Norway"""",   """"CZ-Czech Republic"""",  """"SLO-Slovenia"""",  """"PL-Poland"""",  """"RUS-Russia"""",  """"NZ-New Zealand"""",  """"CDN-Canada"""",  """"RP-Philippines"""",  """"IL-Israel Jews"""",   """"IL-Israel Arabs"""",  """"J-Japan"""", """"E-Spain"""",""""LV-Latvia"""",    """"FR-France"""",  """"CY-Cyprus"""",   """"CL-Chile"""", """"DK-Denmark"""",  """"CH-Switzerland"""",  """"BZ-Brazil"""",  """"ZA-South Africa"""",    """"F-Finland""""), year=c( """"2002"""",   """"2002"""",   """"2002"""",  """"2001"", """"2001"""",  """"2002"""",  """"2001"""",  """"2001"""",  """"2002"""",   """"2001"""",    """"2001"""",  """"2000"""",  """"2002"""", """"2001"""", """"2002"""", """"2001"""",  """"2001"""",       """"2002"""",    """"2002"""",  """"2001"""",""""2001"""", """"2001"""",   """"2001"""",  """"2001"""",    """"2002"""", """"2002"",  """"2002"""",    """"2002"""", """"2001"""",    """"2002""""))",weight,gesis,issp,ZA3680,,,,
416,issp2002,,country,,,"c(""""Germany (East) (DE-E)""""=""""Germany"""", """"Northern Ireland (GB-NIR)""""=""""Northern Ireland"""")",NA,,"tibble(orig=c(""""Australia (AU)"""", """"Germany (West) (DE-W)"""", """"Germany (East) (DE-E)"""", """"Great Britain (GB-GBN)"""", """"Northern Ireland (GB-NIR)"""", """"United States (US)"""", """"Austria (AT)"""", """"Hungary (HU)"""", """"Ireland (IE)"""", """"Netherlands (NL)"""", """"Norway (NO)"""", """"Sweden (SE)"""", """"Czech Republic (CZ)"""", """"Slovenia (SI)"""", """"Poland (PL)"""", """"Bulgaria (BG)"""", """"Russia (RU)"""", """"New Zealand (NZ)"""", """"Philippines (PH)"""", """"Israel (IL)"""", """"Japan (JP)"""", """"Spain (ES)"""", """"Latvia (LV)"""", """"Slovak Republic (SK)"""", """"France (FR)"""", """"Cyprus (CY)"""", """"Portugal (PT)"""", """"Chile (CL)"""", """"Denmark (DK)"""", """"Switzerland (CH)"""", """"Belgium/ Flanders (BE-FLA)"""", """"Brazil (BR)"""", """"Finland (FI)"""", """"Mexico (MX)"""", """"Taiwan (TW)""""), year=c(2002, 2002, 2002, 2002, 2002, 2002, 2004, 2002, 2002, 2002, 2002, 2002, 2002, 2003, 2002, 2001, 2002, 2002, 2002, 2002, 2002, 2003, 2003, 2002, 2002, 2002, 2003, 2002, 2002, 2003, 2002, 2003, 2002, 2003, 2002))",v361,gesis,issp,ZA3880,,,,
417,issp2003,,country,,,"c(""""Germany-East (DE-E)""""=""""Germany"""", """"Germany-West (DE-W)""""=""""Germany"""", """"Israel Jews (IL-J)""""=""""Israel"""", """"Israel Arabs (IL-A)""""=""""Israel"""")",NA,,"tibble(orig=c(""""Australia (AU)"""", """"Germany-West (DE-W)"""", """"Germany-East (DE-E)"""", """"Great Britain (GB-GBN)"""", """"United States (US)"""", """"Austria (AT)"""", """"Hungary (HU)"""", """"Ireland (IE)"""", """"Netherlands (NL)"""", """"Norway (NO)"""", """"Sweden (SE)"""", """"Czech Republic (CZ)"""", """"Slovenia (SI)"""", """"Poland (PL)"""", """"Bulgaria (BG)"""", """"Russia (RU)"""", """"New Zealand (NZ)"""", """"Canada (CA)"""", """"Philippines (PH)"""", """"Israel Jews (IL-J)"""", """"Israel Arabs (IL-A)"""", """"Japan (JP)"""", """"Spain (ES)"""", """"Latvia (LV)"""", """"Slovakia (SK)"""", """"France (FR)"""", """"Portugal (PT)"""", """"Chile (CL)"""", """"Denmark (DK)"""", """"Switzerland (CH)"""", """"Venezuela (VE)"""", """"Finland (FI)"""", """"South Africa (ZA)"""", """"Taiwan (TW)"""", """"Korea (South) (KR)"""", """"Uruguay (UY)""""), year=c(""""2003"""", """"2004"""", """"2004"""", """"2003"""", """"2004"""", """"2004"""", """"2003"""", """"2003"""", """"2005"""", """"2003"""", """"2003"""", """"2003"""", """"2003"""", """"2005"""", """"2003"""", """"2003"""", """"2003"""", """"2004"""", """"2003"""", """"2004"""", """"2004"""", """"2003"""", """"2003"""", """"2003"""", """"2004"""", """"2003"""", """"2004"""", """"2003"""", """"2003"""", """"2003"""", """"2004"""", """"2003"""", """"2003"""", """"2003"""", """"2003"""", """"2004""""))",weight,gesis,issp,ZA3910,,,,
,issp2004,,county,,,"c(""""Germany-East (DE-E)""""=""""Germany"""", """"Germany-West (DE-W)""""=""""Germany"""",""""FLA-Flanders""""=""""Belgium"""")",NA,,"tibble(orig=c(""""Australia (AU)"""",""""Austria(AT)"""", """"Belgium/ Flanders (BE-FLA)"""",""""Brazil (BR)"""", """"Bulgaria (BG)"""",""""Canada(CA)"""",""""Chile (CL)"""",""""Cyprus (CY)"""", """"Czech Republic (CZ)"""", """"Denmark (DK)"""",   """"Finland (FI)"""", """"France(FR)"""",""""Germany (West) (DE-W)"""", """"Germany (East) (DE-E)"""", """"Great Britain (GB-GBN)"""",""""Hungary (HU)"""",  """"Ireland (IE)"""", """"Israel (IL)"""",""""Japan (JP)"""", """"South Korea(KR)"""", """"Latvia (LV)"""", """"Mexico (MX)"""",""""Netherlands (NL)"""",""""New Zealand (NZ)"""",  """"Norway (NO)"""", """"Philippines (PH)"""",""""Poland (PL)"""",""""Portugal (PT)"""",  """"Russia (RU)"""",""""Slovak Republic (SK)"""", """"Slovenia(SI)"""",""""South Africa(ZA)"""",""""Spain (ES)"""",""""Sweden (SE)"""",""""Switzerland (CH)"""", """"Taiwan (TW)"""",""""United States (US)"""", """"Uruguay (UY)"""", """"Venezuela(VE)""""), year=c(""""2005"""",""""2004"""",""""2004"""",""""2006"""",""""2005"""",""""2004"""",""""2005"""",""""2004"""",""""2004"""",""""2005"""",""""2004"""",""""2004"""",""""2004"""",""""2004"""",""""2004"""",""""2004"""",""""2003"""",""""2005"""",""""2004"""",""""2004"""",""""2004"""",""""2006"""",""""2005"""",""""2004"""",""""2004"""",""""2004"""",""""2005"""",""""2004"""",""""2005"""",""""2005"""",""""2003"""",""""2004"""",""""2004"""",""""2004"""",""""2005"""",""""2004"""",""""2005"""",""""2004"""",""""2004""""))",v381,gesis,issp,ZA3950,,,,
418,issp2006,,v3a,,,,NA,,"tibble(orig=c(""""AU-Australia"""", """"CA-Canada"""", """"CH-Switzerland"""", """"CL-Chile"""", """"CZ-Czech Republic"""", """"DE-Germany"""", """"DK-Denmark"""", """"DO-Dominican Republic"""", """"ES-Spain"""", """"FI-Finland"""", """"FR-France"""", """"HR-Croatia"""", """"HU-Hungary"""", """"IE-Ireland"""", """"JP-Japan"""", """"KR-South Korea"""", """"LV-Latvia"""", """"NL-Netherlands"""", """"NO-Norway"""", """"NZ-New Zealand"""", """"PH-Philippines"""", """"PL-Poland"""", """"PT-Portugal"""", """"RU-Russia"""", """"SE-Sweden"""", """"SI-Slovenia"""", """"SK-Slovak Republic"""", """"TW-Taiwan"""", """"US-United States"""", """"UY-Uruguay"""", """"VE-Venezuela"""", """"ZA-South Africa"""", """"IL-Israel"""", """"GB-Great Britain""""), year=c(""""2007"""", """"2006"""", """"2007"""", """"2006"""", """"2006"""", """"2006"""", """"2008"""", """"2006"""", """"2006"""", """"2006"""", """"2006"""", """"2006"""", """"2006"""", """"2005"""", """"2006"""", """"2006"""", """"2007"""", """"2006"""", """"2006"""", """"2006"""", """"2006"""", """"2006"""", """"2006"""", """"2007"""", """"2006"""", """"2006"""", """"2006"""", """"2006"""", """"2006"""", """"2006"""", """"2006"""", """"2006"""", """"2005"""", """"2006""""))",weight,gesis,issp,ZA4700,,,,
419,issp2006ar,,Argentina,,,,2007,,,weight,gesis,issp,ZA4685,,,,
420,issp2006ni,,Northern Ireland,,,,2007,,,,gesis,issp,ZA4704,,,,
421,issp2006sk,,Slovakia,,,,2008,,,weight,gesis,issp,ZA4710,,,,
,issp1985_2006,,v6,,,,v4,,,weight,gesis,issp,ZA4747,,,,
,issp2007,,v5,,,,,,"tibble(orig=c(""""AR-Argentina"""", """"2007"""",   """"AU-Australia"""",""""2007"""",    """"AT-Austria"""", """"2008"""",  """"FLA-Flanders (Belgium)"""",  """"BG-Bulgaria"""",  """"CA-Canada"""",""""CL-Chile"""",   """"TW-Taiwan"""",  """"HR-Croatia"""",   """"CY-Cyprus"""",  """"CZ-Czech Republic"""", """"DO-Dominican Republic"""", """"FI-Finland"""", """"FR-France"""",  """"DE-Germany"""",  """"HU-Hungary"""",  """"IE-Ireland"""",   """"IL-Israel"""",   """"JP-Japan"""",""""KR-South Korea"""",""""LV-Latvia"""",   """"MX-Mexico"""",""""NZ-New Zealand"""",   """"NO-Norway"""", """"PH-Philippines"""",    """"PL-Poland"""",  """"PT-Portugal"""", """"RU-Russia"""",     """"SK-Slovak Republic"""",    """"SI-Slovenia"""", """"ZA-South Africa"""",   """"ES-Spain"""",  """"SE-Sweden"""",  """"CH-Switzerland"""",""""TR-Turkey"""",  """"GB-Great Britain (UK)"""", """"US-United States"""",    """"UY-Uruguay"""",     """"VE-Venezuela"""" ), year=c( """"2007"""",  """"2007"""",   """"2008"""",  """"2007"""",  """"2009"""",  """"2007"""", """"2007"""",  """"2007"""",   """"2006"""",  """"2007"""", """"2007"""", """"2007"""", """"2007"""",  """"2007"""",   """"2007"""",  """"2007"""",  """"2008"""",   """"2007"""", """"2007"""",  """"2007"""",""""2007"""",   """"2008"""",  """"2007"""",   """"2007"""",""""2008"""", """"2008"""", """"2007"""", """"2007"""",     """"2008"""",  """"2006"""", """"2007"""",  """"2007"""", """"2007"""", """"2007"""", """"2007"""", """"2007"""",""""2008"""",  """"2008"""",   """"2007"""" ))",weight,gesis,issp,ZA4850,,,,
,issp1991_2008,,v6,,,,v4,,,weight,gesis,issp,ZA5070,,,,
422,issp2008,,v5,,,,NA,,"data_frame(orig=c(""""AT-Austria"""", """"AU-Australia"""", """"BE-Belgium"""", """"CH-Switzerland"""", """"CL-Chile"""", """"CY-Cyprus"""", """"CZ-Czech Republic"""", """"DE-Germany"""", """"DK-Denmark"""", """"DO-Dominican Republic"""", """"ES-Spain"""", """"FI-Finland"""", """"FR-France"""", """"GB-United Kingdom"""", """"HR-Croatia"""", """"HU-Hungary"""", """"IE-Ireland"""", """"IL-Israel"""", """"IT-Italy"""", """"JP-Japan"""", """"KR-South Korea"""", """"LV-Latvia"""", """"MX-Mexico"""", """"NL-Netherlands"""", """"NO-Norway"""", """"NZ-New Zealand"""", """"PH-Philippines"""", """"PL-Poland"""", """"PT-Portugal"""", """"RU-Russia"""", """"SE-Sweden"""", """"SI-Slovenia"""", """"SK-Slovak Republic"""", """"TR-Turkey"""", """"TW-Taiwan"""", """"UA-Ukraine"""", """"US-United States"""", """"UY-Uruguay"""", """"VE-Venezuela"""", """"ZA-South Africa""""), year = c(2008, 2009, 2008, 2008, 2008, 2008, 2008, 2008, 2009, 2008, 2008, 2008, 2008, 2008, 2009, 2008, 2008, 2009, 2008, 2008, 2008, 2009, 2009, 2008, 2008, 2008, 2007, 2010, 2009, 2009, 2008, 2009, 2008, 2008, 2009, 2008, 2008, 2008, 2008, 2008))",weight,gesis,issp,ZA4950,,,,
423,issp2008ca,,Canada,,,,2009,,,weight,gesis,issp,ZA4966,,,,
424,issp2008a,,v5,,,,2008,,,weight,gesis,issp,ZA5690,,,,
425,issp2009,,v5,,,,NA,,"tibble(orig=c(""""AR-Argentina"""", """"AT-Austria"""", """"AU-Australia"""", """"BE-Belgium"""", """"BG-Bulgaria"""", """"CH-Switzerland"""", """"CL-Chile"""", """"CN-China"""", """"CY-Cyprus"""", """"CZ-Czech Republic"""", """"DE-Germany"""", """"DK-Denmark"""", """"EE-Estonia"""", """"ES-Spain"""", """"FI-Finland"""", """"FR-France"""", """"GB-Great Britain and/or United Kingdom"""", """"HR-Croatia"""", """"HU-Hungary"""", """"IL-Israel"""", """"IS-Iceland"""", """"IT-Italy"""", """"JP-Japan"""", """"KR-South Korea"""", """"LT-Lithuania"""", """"LV-Latvia"""", """"NO-Norway"""", """"NZ-New Zealand"""", """"PH-Philippines"""", """"PL-Poland"""", """"PT-Portugal"""", """"RU-Russia"""", """"SE-Sweden"""", """"SI-Slovenia"""", """"SK-Slovakia"""", """"TR-Turkey"""", """"TW-Taiwan"""", """"UA-Ukraine"""", """"US-United States"""", """"VE-Venezuela"""", """"ZA-South Africa""""), year=c(""""2010"""", """"2010"""", """"2010"""", """"2009"""", """"2009"""", """"2009"""", """"2009"""", """"2008"""", """"2009"""", """"2008"""", """"2010"""", """"2009"""", """"2010"""", """"2009"""", """"2009"""", """"2009"""", """"2009"""", """"2009"""", """"2009"""", """"2009"""", """"2010"""", """"2011"""", """"2009"""", """"2009"""", """"2010"""", """"2009"""", """"2010"""", """"2009"""", """"2009"""", """"2010"""", """"2009"""", """"2009"""", """"2009"""", """"2009"""", """"2009"""", """"2009"""", """"2009"""", """"2009"""", """"2010"""", """"2010"""", """"2009""""))",weight,gesis,issp,ZA5400,,,,
426,issp2009ca,,Canada,,,,2009,,,wvar,gesis,issp,ZA5389,,,,
427,issp2009nl,,Netherlands,,,,2013,,,,gesis,issp,ZA5995,,,,
428,issp2010,,v4,,,,NA,dateyr,,weight,gesis,issp,ZA5500,,,,
429,issp2010au,,Australia,,,,2012,,,weight,gesis,issp,ZA5512,,,,
430,issp2010nl,,Netherlands,,,,2011,,,weight,gesis,issp,ZA5513,,,,
431,issp2010is,,Iceland,,,,2012,,,weight,gesis,issp,ZA5515,,,,
432,issp2010pt,,Portugal,,,,2012,,,weight,gesis,issp,ZA5516,,,,
,issp2011,,v4,,,,NA,dateyr,,weight,gesis,issp,ZA5800,,,,
433,issp2012,,v4,,,,NA,dateyr,,weight,gesis,issp,ZA5900,,,,
434,issp2013,,v4,,,,NA,dateyr,,weight,gesis,issp,ZA5950,,,,
,issp2014,,v4,,,,NA,dateyr,,weight,gesis,issp,ZA6670,,,,
435,issp2016,,country,,,,NA,dateyr,,weight,gesis,issp,ZA6900,,,,
436,issp2017,,country,,,,NA,dateyr,,weight,gesis,issp,ZA6980,,,,
437,issp2018,,country,,,,NA,dateyr,,weight,gesis,issp,ZA7570,,,,
438,issp2018ext,,country,,,,NA,dateyr,,weight,gesis,issp,ZA7630,,,,
439,issp2018tn,,Tunisia,,,,2019,,,weight,gesis,issp,ZA7629,,,,
440,itdoxa199303,,Italy,,,,1993,,,,roper,itdoxa,ITDOXA1993-93010-07,,,,
441,jgss,,Japan,,,,NA,ryear,,weight,icpsr,jgss,ICPSR_04472,,,,
442,jgss2005,,Japan,,,,2005,,,weight,gesis,jgss,ZA4270,,,,
443,jgss2006,,Japan,,,,2006,,,weight,gesis,jgss,ZA4873,,,,
444,jgss2008,,Japan,,,,2008,,,weight,gesis,jgss,ZA5294,,,,
